VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility
1N4AZ1CP7L,King,Seattle,WA,98119,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,36,138320423,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBY1Z6C33H,Kitsap,Port Orchard,WA,98366,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,26,125812438,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC
1G1FZ6S08L,Kitsap,Poulsbo,WA,98370,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,23,4877211,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC
KNDCS3LF8R,Kitsap,Kingston,WA,98346,2024,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,23,275146042,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC
1N4AZ0CP7F,Thurston,Olympia,WA,98506,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,152802296,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC
YV4H60DL0R,Snohomish,Bothell,WA,98021,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,1,268718775,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC
5YJ3E1EB3J,King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48,136665812,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3C3CFFGE6E,Kitsap,Bremerton,WA,98312,2014,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,35,348695021,POINT (-122.6563 47.56739),PUGET SOUND ENERGY INC
1G1FX6S01H,Kitsap,Poulsbo,WA,98370,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,23,214494213,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC
LPSED3KA4M,Snohomish,Snohomish,WA,98290,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233,0,44,179405019,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC
5YJSA1H23F,Snohomish,Monroe,WA,98272,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,39,171501319,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC
1N4AZ1CP8K,Snohomish,Marysville,WA,98270,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,44,474812908,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC
YV4H60CE8R,Snohomish,Bothell,WA,98021,2024,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,1,274081699,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC
1G1FY6S09M,Whitman,Pullman,WA,99163,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9,265705282,POINT (-117.18147 46.73015),AVISTA CORP
1G1RC6S5XG,Kitsap,Bremerton,WA,98312,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,26,251044041,POINT (-122.6563 47.56739),PUGET SOUND ENERGY INC
5YJ3E1EB7J,King,Seattle,WA,98119,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,36,474908619,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EA4L,Thurston,Olympia,WA,98502,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,22,125806859,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC
5YJ3E1EA7L,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,1,106351423,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC
3C3CFFGE6H,Thurston,Olympia,WA,98506,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,195353231,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC
5YJ3E1EAXL,King,Seattle,WA,98119,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,36,104461920,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGAEE4P,Thurston,Olympia,WA,98501,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,228477805,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC
JN1AZ0CPXC,Thurston,Olympia,WA,98506,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,22,268830397,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC
1N4AZ0CP5F,King,Seattle,WA,98118,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,37,197700233,POINT (-122.2668 47.55115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGDED8S,Snohomish,Bothell,WA,98012,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,276989954,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC
5YJXCDE28J,Thurston,Olympia,WA,98506,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,274980051,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC
KNDC4DLC0P,Snohomish,Lynnwood,WA,98036,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,227468839,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC
JM3KKEHA4R,Kitsap,Port Orchard,WA,98366,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,26,258297308,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC
5YJYGDEF3L,Kitsap,Kingston,WA,98346,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,23,104791375,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC
1G1RB6E44F,Yakima,Selah,WA,98942,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,15,245614274,POINT (-120.53145 46.65405),PACIFICORP
5YJ3E1EB3J,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,293001572,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC
5YJSA1E29H,Snohomish,Lynnwood,WA,98087,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,21,205776322,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC
WBY2Z2C51F,Yakima,Yakima,WA,98908,2015,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,14,272252648,POINT (-120.60272 46.59656),PACIFICORP
5YJ3E1EA5K,Island,Oak Harbor,WA,98277,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,10,477312496,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC
JTMCB3FV0R,Stevens,Colville,WA,99114,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,7,260771871,POINT (-117.90454 48.54657),AVISTA CORP
1G1FY6S08L,Island,Langley,WA,98260,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,10,148652773,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC
1N4AZ0CP6D,Okanogan,Winthrop,WA,98862,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,12,268494299,POINT (-120.17739 48.47396),"OKANOGAN COUNTY ELEC COOP, INC"
KNDCE3LG1K,Island,Langley,WA,98260,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,10,127175583,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC
KNDRMDJH2S,Skagit,Mount Vernon,WA,98273,2025,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,40,275852076,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC
5UXTA6C09N,Snohomish,Bothell,WA,98012,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,44,195423910,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC
7SAYGDEE5P,Kitsap,Bremerton,WA,98311,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,236519867,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC
5YJ3E1EA0J,Kitsap,Bainbridge Island,WA,98110,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,23,348574726,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC
JTDKAMFP9M,Thurston,Olympia,WA,98516,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,220545160,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC
5YJSA1E20F,Snohomish,Snohomish,WA,98290,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,44,171724325,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC
5YJ3E1EB5J,Kitsap,Silverdale,WA,98383,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,23,476540046,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC
5YJ3E1EA3J,Snohomish,Everett,WA,98208,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,38,269241871,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC
1N4BZ0CP9H,Snohomish,Edmonds,WA,98020,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,32,179409142,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC
5YJSA1S29F,Thurston,Olympia,WA,98501,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,35,107080018,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC
5YJSA1E2XJ,Thurston,Olympia,WA,98501,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,35,260491164,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC
5YJ3E1EB2L,Snohomish,Snohomish,WA,98296,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,1,193763258,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC
JTMAB3FV5R,Thurston,Olympia,WA,98513,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,2,269405300,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC
1N4BZ1CP3K,Snohomish,Mill Creek,WA,98012,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,44,285264906,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC
1G1FY6S08L,Thurston,Olympia,WA,98501,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,22,264434047,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC
WBY8P2C09L,King,Seattle,WA,98122,2020,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,0,43,266050627,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDCS3LF0P,Thurston,Olympia,WA,98502,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,35,254676936,POINT (-122.92333 47.03779),NO KNOWN ELECTRIC UTILITY SERVICE
5YJ3E1EB7J,Snohomish,Mill Creek,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,473463525,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC
1C4JJXR65P,Skagit,Sedro-Woolley,WA,98284,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,39,277097397,POINT (-122.23857 48.50858),PUGET SOUND ENERGY INC
1FADP5CU2D,Thurston,Lacey,WA,98503,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,22,115266077,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC
5YJSA1E21H,Snohomish,Edmonds,WA,98020,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,32,350351256,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC
WBA33AG00M,Chelan,Leavenworth,WA,98826,2021,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,12,271999381,POINT (-120.65754 47.5982),PUD NO 1 OF CHELAN COUNTY
1C4RJYC66R,Grant,Moses Lake,WA,98837,2024,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,13,275309933,POINT (-119.2771 47.13196),PUD NO 2 OF GRANT COUNTY
1G1FW6S05P,Stevens,Colville,WA,99114,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,7,263223649,POINT (-117.90454 48.54657),AVISTA CORP
5YJYGDEF2L,Snohomish,Everett,WA,98208,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,44,109000167,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC
WVWKR7AU7K,Snohomish,Snohomish,WA,98290,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,39,144629278,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC
KNDJP3AEXG,Snohomish,Everett,WA,98208,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,44,237820453,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC
1N4BZ1DV2M,Chelan,Chelan,WA,98816,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,12,166337937,POINT (-120.01454 47.83985),PUD NO 1 OF CHELAN COUNTY
5YJSA1E43G,King,Redmond,WA,98053,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,45,150383019,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EB3J,Snohomish,Bothell,WA,98021,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,475904390,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC
1G1FX6S06H,Snohomish,Everett,WA,98208,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,44,321043404,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC
WA1LAAGE3N,Kittitas,Ronald,WA,98940,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13,271034592,POINT (-121.02627 47.23781),PUGET SOUND ENERGY INC
1N4AZ1CP1J,King,Renton,WA,98056,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,11,322471348,POINT (-122.1805 47.50006),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EB1K,Thurston,Yelm,WA,98597,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,2,207652329,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC
7SAYGDEE8N,Snohomish,Bothell,WA,98012,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,213362544,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC
1N4AZ1CP7J,Snohomish,Brier,WA,98036,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,1,339707336,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC
5UX43EU04S,Spokane,Spokane,WA,99203,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,3,271034494,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY
5YJXCAE21H,Island,Coupeville,WA,98239,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,10,250434943,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC
JM3KKEHAXS,Snohomish,Bothell,WA,98012,2025,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,21,275208258,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC
1G1RC6E48F,Snohomish,Bothell,WA,98012,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,44,276136633,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC
WAUTPBFF8J,Snohomish,Everett,WA,98208,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,38,475455186,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC
5YJ3E1EAXL,Snohomish,Lynnwood,WA,98087,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,21,241662326,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC
1N4BZ0CP6H,Thurston,Olympia,WA,98506,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,22,324287855,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC
7PDSGABA3P,Yakima,Yakima,WA,98908,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,253361188,POINT (-120.60272 46.59656),PACIFICORP
5YJ3E1EAXJ,Skagit,Anacortes,WA,98221,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,40,236642626,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC
1C4JJXP65P,Yakima,Yakima,WA,98903,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,14,229810024,POINT (-120.4778 46.55351),PACIFICORP
1G1FZ6S03K,Spokane,Spokane,WA,99201,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,3,265970148,POINT (-117.41162 47.65726),MODERN ELECTRIC WATER COMPANY
KMHC75LJ8L,King,Kent,WA,98032,2020,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,170,0,33,264323454,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FMCU0LZ9N,Whitman,Pullman,WA,99163,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,9,200792707,POINT (-117.18147 46.73015),AVISTA CORP
5YJ3E1EA6N,Snohomish,Bothell,WA,98021,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,212089440,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC
7FCTGAAA8N,Island,Clinton,WA,98236,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10,218069743,POINT (-122.35803 47.9796),PUGET SOUND ENERGY INC
JHMZC5F33J,Skagit,Anacortes,WA,98221,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,10,175524254,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC
5YJXCDE22L,Kitsap,Port Orchard,WA,98367,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,26,131540447,POINT (-122.68516 47.50645),PUGET SOUND ENERGY INC
5YJXCDE27H,Snohomish,Lake Stevens,WA,98258,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,44,196587898,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC
JTJHKCFZXR,Snohomish,Bothell,WA,98021,2024,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,1,262875588,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC
JN1AZ0CP1C,Thurston,Lacey,WA,98503,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,22,125312218,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC
5YJ3E1EA6P,Snohomish,Bothell,WA,98012,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,235297646,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC
5YJXCBE21H,Snohomish,Edmonds,WA,98026,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,21,348962120,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC
1G1RB6E4XD,Snohomish,Bothell,WA,98012,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,1,250780855,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC
JTMEB3FV5R,Stevens,Valley,WA,99181,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,7,285335354,POINT (-117.72555 48.17623),AVISTA CORP
WAUUPBFF2H,Skagit,Anacortes,WA,98221,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,40,348922339,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC
5YJSA1DP3D,Kitsap,Port Orchard,WA,98366,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,26,235000580,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC
5YJSA1E22J,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,44,474742964,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC
5YJYGDEE6L,Grant,Quincy,WA,98848,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,13,113025013,POINT (-119.85338 47.23748),PUD NO 2 OF GRANT COUNTY
5YJSA1E27H,King,Seattle,WA,98103,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,43,143972321,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JN1AZ0CP6C,Skagit,Mount Vernon,WA,98273,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,40,273637290,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC
1G1FZ6S00L,Kittitas,Ellensburg,WA,98926,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,13,171478919,POINT (-120.54872 46.99703),PUGET SOUND ENERGY INC
5YJSA1E28L,Douglas,East Wenatchee,WA,98802,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,12,2045872,POINT (-120.29473 47.41515),PUD NO 1 OF DOUGLAS COUNTY
5YJ3E1EB5J,Snohomish,Everett,WA,98208,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,475851526,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC
1G1FZ6S08K,Skagit,Bow,WA,98232,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,40,1961886,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC
5YJ3E1EA8J,Snohomish,Lynnwood,WA,98036,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,32,349659334,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC
5YJ3E1EA7J,Snohomish,Mukilteo,WA,98275,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,256847594,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC
